offerdate,sold_premium,offered_premium,purchase_price,purchase_date,item_age,pricing_point,predictedconversionrate,plan_flag,plan_count,plansactive_lastyear_count,planscancelled_lastyear_count,claims_count,claim_amount,price_diff,ismodel,sale_flag,base_rate,manufacturerbrandname_enc,itemcategoryname_enc,itemsupercategorycode_enc,invalid_price_flag,price_diff_check,price_diff_matches
2023-04-02,32.52,32.52,220.0,2022-04-06,361.0,@23%,0.38,0,0.0,0.0,0.0,,,-0.122977346,yes,1,37.08,129,19,2,False,-4.437022653999995,False
2023-03-23,,53.4,300.0,2021-07-21,610.0,@22%,0.31,0,0.0,0.0,0.0,0.0,0.0,0.183510638,yes,0,45.12,34,16,12,False,8.096489362000002,False
2023-03-24,,52.8,256.0,2023-03-24,0.0,@23%,0.16,0,0.0,1.0,1.0,,,-0.047619048,yes,0,55.44,98,34,3,False,-2.5923809520000005,False
2023-03-17,,105.24,1039.0,2023-03-14,3.0,ASIS FEE,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,no,0,105.24,74,34,3,False,0.0,True
2023-04-14,,49.56,259.99,2023-04-13,1.0,@22%,0.08,0,0.0,0.0,0.0,0.0,0.0,0.009779951,yes,0,49.08,7,12,4,False,0.47022004900000397,False
2023-03-10,,48.24,334.99,2023-03-10,0.0,@23%,0.1,0,0.0,0.0,0.0,0.0,0.0,0.210843373,yes,0,39.84,17,25,2,False,8.189156627,False
2023-04-12,,45.0,600.0,2023-04-06,6.0,@22%,0.23,0,0.0,0.0,0.0,,,0.297577855,yes,0,34.68,0,19,2,False,10.022422145,False
2023-04-20,69.48,69.48,300.0,2022-12-07,134.0,@22%,0.55,1,1.0,2.0,1.0,1.0,85.03,0.16498994,yes,1,59.64,57,37,4,False,9.675010060000004,False
2023-03-21,,36.24,294.0,2023-03-20,1.0,@23%,0.06,0,0.0,0.0,0.0,,,0.044982699,yes,0,34.68,86,32,13,False,1.5150173010000023,False
2023-04-24,,47.76,519.0,2023-04-22,2.0,@23%,0.11,0,0.0,0.0,0.0,0.0,0.0,-0.026894866,yes,0,49.08,7,16,12,False,-1.2931051340000004,False
2023-03-24,,69.72,1200.0,2022-10-10,165.0,@23%,0.13,0,0.0,0.0,0.0,0.0,0.0,-0.02680067,yes,0,71.64,74,16,12,False,-1.8931993300000016,False
2023-03-13,,53.4,325.6,2023-02-27,14.0,@22%,0.31,1,1.0,1.0,0.0,,,0.183510638,yes,0,45.12,41,8,2,False,8.096489362000002,False
2023-04-16,,69.72,699.0,2023-03-31,16.0,@22%,0.15,0,0.0,0.0,0.0,0.0,0.0,0.139215686,yes,0,61.2,129,37,4,False,8.380784313999996,False
2023-03-27,,52.8,799.0,2023-03-14,13.0,@23%,0.11,0,0.0,0.0,0.0,0.0,0.0,0.018518519,yes,0,51.84,85,16,12,False,0.9414814809999937,False
2023-03-17,,43.32,179.0,2023-03-11,6.0,@23%,0.29,1,1.0,3.0,2.0,1.0,135.0,0.16828479,yes,0,37.08,85,35,14,False,6.071715210000002,False
2023-03-29,,49.68,186.0,2023-03-11,18.0,@23%,0.09,0,0.0,0.0,0.0,0.0,0.0,0.037593985,yes,0,47.88,56,12,4,False,1.7624060149999972,False
2023-04-11,,48.24,399.99,2023-03-22,20.0,@23%,0.12,0,0.0,0.0,0.0,0.0,0.0,0.151862464,yes,0,41.88,57,8,2,False,6.208137536,False
2023-03-09,,53.4,300.0,2023-03-06,3.0,@22%,0.17,0,0.0,0.0,0.0,0.0,0.0,0.193029491,yes,0,44.76,129,9,2,False,8.446970509,False
2023-03-10,,32.64,278.0,2023-02-13,25.0,@22%,0.2,0,0.0,0.0,0.0,0.0,0.0,0.172413793,yes,0,27.84,111,9,2,False,4.627586207000001,False
2023-03-29,51.24,51.24,600.0,2023-03-15,14.0,@23%,0.12,1,1.0,1.0,0.0,1.0,158.55,0.135638298,yes,1,45.12,110,29,2,False,5.984361702000005,False
2023-04-19,77.28,77.28,1200.0,2023-03-31,19.0,ASIS FEE,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,no,1,77.28,107,16,12,False,0.0,True
2023-03-01,59.64,59.64,300.0,2023-03-01,0.0,ASIS FEE,1.0,1,2.0,2.0,0.0,,,0.0,no,1,59.64,62,37,4,False,0.0,True
2023-03-21,69.72,69.72,340.0,2023-03-23,-2.0,@22%,0.35,1,1.0,1.0,0.0,0.0,0.0,0.096226415,yes,1,63.6,57,37,4,False,6.023773584999997,False
2023-04-13,70.56,70.56,210.0,2023-04-13,0.0,ASIS FEE,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,no,1,70.56,16,37,4,False,0.0,True
2023-04-16,,47.28,379.0,2023-02-28,47.0,@23%,0.45,1,2.0,3.0,1.0,0.0,0.0,0.186746988,yes,0,39.84,12,25,2,False,7.253253011999997,False
2023-04-01,,62.28,219.0,2022-12-29,93.0,@22%,0.09,0,0.0,0.0,0.0,0.0,0.0,0.088050314,yes,0,57.24,74,34,3,False,4.951949685999999,False
2023-04-20,,32.52,400.0,2022-12-01,140.0,@22%,0.18,0,0.0,0.0,0.0,0.0,0.0,-0.062283737,yes,0,34.68,0,19,2,False,-2.0977162629999966,False
2023-04-24,,53.4,269.0,2023-04-24,0.0,@22%,0.14,0,0.0,0.0,0.0,0.0,0.0,0.096059113,yes,0,48.72,62,12,4,False,4.583940887,False
2023-04-20,51.72,51.72,500.0,2021-04-20,730.0,@22%,0.49,1,2.0,2.0,0.0,,,0.298192771,yes,1,39.84,110,25,2,False,11.581807228999995,False
2023-03-22,,48.24,250.0,2023-03-22,0.0,@23%,0.2,0,0.0,0.0,0.0,0.0,0.0,-0.191146881,yes,0,59.64,57,37,4,False,-11.208853118999999,False
2023-02-28,,43.44,180.0,2022-12-19,71.0,@22%,0.56,1,2.0,2.0,0.0,1.0,85.03,0.297491039,yes,0,33.48,93,29,2,False,9.662508961,False
2023-03-25,,40.8,170.0,2023-03-23,2.0,@22%,0.4,1,3.0,6.0,3.0,1.0,158.55,0.231884058,yes,0,33.12,17,9,2,False,7.448115941999999,False
2023-03-31,,69.72,570.0,2023-03-29,2.0,@22%,0.14,0,0.0,0.0,0.0,0.0,0.0,0.048736462,yes,0,66.48,56,37,4,False,3.191263537999995,False
2023-03-14,63.96,63.96,470.0,2023-03-12,2.0,@23%,0.48,1,2.0,2.0,0.0,,,-0.073043478,yes,1,69.0,57,36,4,False,-4.966956521999999,False
2023-03-27,,53.4,499.0,2023-03-24,3.0,@22%,0.39,1,2.0,2.0,0.0,0.0,0.0,0.183510638,yes,0,45.12,50,16,12,False,8.096489362000002,False
2023-04-13,,69.72,499.0,2023-04-11,2.0,@22%,0.06,0,0.0,0.0,0.0,0.0,0.0,0.21802935,yes,0,57.24,74,34,3,False,12.261970649999997,False
2023-04-19,,47.28,439.0,2023-03-05,45.0,@23%,0.31,1,1.0,1.0,0.0,,,0.186746988,yes,0,39.84,7,15,12,False,7.253253011999997,False
2023-04-11,,63.6,421.82,2023-04-10,1.0,@23%,0.15,0,0.0,0.0,0.0,0.0,0.0,-0.0433213,yes,0,66.48,17,37,4,False,-2.8366787000000024,False
2023-03-01,,66.84,200.0,2022-11-04,117.0,@23%,0.24,0,0.0,0.0,0.0,,,0.298368298,yes,0,51.48,57,16,12,False,15.061631702000007,False
2023-03-28,,32.4,300.0,2023-03-21,7.0,@23%,0.11,0,0.0,0.0,0.0,0.0,0.0,0.003717472,yes,0,32.28,21,29,2,False,0.11628252799999744,False
2023-04-13,,69.72,430.46,2023-03-30,14.0,@22%,0.18,0,0.0,0.0,0.0,0.0,0.0,0.010434783,yes,0,69.0,62,36,4,False,0.7095652169999989,False
2023-03-21,,69.36,629.99,2022-12-07,104.0,@22%,0.25,0,0.0,0.0,0.0,0.0,0.0,0.005217391,yes,0,69.0,57,36,4,False,0.3547826089999994,False
2023-03-07,,48.24,486.0,2023-03-07,0.0,@22%,0.15,0,0.0,0.0,0.0,0.0,0.0,-0.009852217,yes,0,48.72,57,12,4,False,-0.4701477829999969,False
2023-03-31,,34.68,300.0,2023-03-21,10.0,ASIS FEE,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,no,0,34.68,129,9,2,False,0.0,True
2023-04-20,,69.72,351.78,2023-04-20,0.0,@22%,0.22,0,0.0,0.0,0.0,0.0,0.0,0.096226415,yes,0,63.6,57,37,4,False,6.023773584999997,False
2023-03-02,47.76,47.76,586.0,2023-02-24,6.0,@22%,0.17,0,0.0,0.0,0.0,0.0,0.0,0.058510638,yes,1,45.12,129,16,12,False,2.5814893620000006,False
2023-04-04,43.32,43.32,1200.0,2023-04-02,2.0,@23%,0.18,0,0.0,0.0,0.0,0.0,0.0,-0.142517815,yes,1,50.52,111,16,12,False,-7.057482185000003,False
2023-04-19,,63.6,343.72,2023-04-14,5.0,ASIS FEE,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,no,0,63.6,57,37,4,False,0.0,True
2023-03-14,,53.4,200.0,2023-03-14,0.0,@23%,0.1,0,0.0,0.0,0.0,0.0,0.0,0.096059113,yes,0,48.72,57,12,4,False,4.583940887,False
2023-03-24,,53.4,749.0,2023-03-10,14.0,@23%,0.13,0,0.0,0.0,0.0,0.0,0.0,0.297376093,yes,0,41.16,89,16,12,False,11.942623907000002,False
2023-04-14,69.36,69.36,319.0,2023-04-07,7.0,@23%,0.15,0,0.0,0.0,0.0,0.0,0.0,0.090566038,yes,1,63.6,57,37,4,False,5.669433961999998,False
2023-03-03,,47.76,349.0,2023-03-02,1.0,@22%,0.12,0,0.0,0.0,0.0,0.0,0.0,-0.099547511,yes,0,53.04,7,37,4,False,-5.180452489000001,False
2023-04-23,,48.24,200.0,2023-03-10,44.0,@23%,0.1,0,0.0,0.0,0.0,0.0,0.0,0.151862464,yes,0,41.88,62,25,2,False,6.208137536,False
2023-04-19,,48.12,537.46,2023-03-23,27.0,@23%,0.15,0,0.0,0.0,0.0,0.0,0.0,0.095628415,yes,0,43.92,17,25,2,False,4.1043715849999955,False
2023-03-14,,47.28,499.0,2022-09-14,181.0,@22%,0.38,1,1.0,1.0,0.0,0.0,0.0,0.148688047,yes,0,41.16,89,16,12,False,5.971311953000004,False
2023-02-28,32.4,32.4,524.9,2023-02-28,0.0,@23%,0.16,0,0.0,0.0,0.0,0.0,0.0,-0.102990033,yes,1,36.12,87,15,12,False,-3.6170099669999987,False
2023-04-08,,53.4,438.0,2023-04-03,5.0,@22%,0.06,0,0.0,0.0,0.0,0.0,0.0,0.08801956,yes,0,49.08,7,11,1,False,4.23198044,False
2023-03-03,,69.72,300.0,2023-03-03,0.0,@22%,0.17,0,0.0,0.0,0.0,0.0,0.0,0.19301848,yes,0,58.44,56,37,4,False,11.086981520000002,False
2023-03-11,47.64,47.64,400.0,2021-12-01,465.0,@23%,0.39,0,0.0,1.0,1.0,1.0,233.06,0.084699454,yes,1,43.92,7,16,12,False,3.635300545999999,False
2023-03-23,47.76,47.76,440.5,2023-03-15,8.0,@23%,0.16,0,0.0,0.0,0.0,0.0,0.0,-0.072261072,yes,1,51.48,57,16,12,False,-3.647738927999999,False
2023-04-12,,71.04,699.0,2023-01-27,75.0,@23%,0.4,1,1.0,1.0,0.0,0.0,0.0,0.160784314,yes,0,61.2,129,37,4,False,9.679215686000003,False
2023-03-17,47.76,47.76,349.0,2023-03-17,0.0,@22%,0.52,1,4.0,4.0,0.0,3.0,299.53,0.039164491,yes,1,45.96,57,11,1,False,1.7608355089999972,False
2023-03-05,,34.68,300.0,2023-02-28,5.0,@22%,0.09,0,0.0,0.0,0.0,0.0,0.0,0.035842294,yes,0,33.48,20,15,12,False,1.1641577060000028,False
2023-03-28,47.64,47.64,759.0,2023-03-24,4.0,@23%,0.56,1,2.0,2.0,0.0,,,0.055851064,yes,1,45.12,129,16,12,False,2.464148936000003,False
2023-03-14,,89.64,659.0,2023-03-07,7.0,@22%,0.18,0,0.0,0.0,0.0,0.0,0.0,0.299130435,yes,0,69.0,57,36,4,False,20.340869565000002,False
2023-04-19,,48.12,550.0,2022-06-19,304.0,@23%,0.45,1,1.0,1.0,0.0,,,-0.06744186,yes,0,51.6,112,17,6,False,-3.412558140000004,False
2023-03-11,,34.92,79.0,2023-03-03,8.0,@22%,0.15,0,0.0,0.0,0.0,0.0,0.0,0.081784387,yes,0,32.28,21,9,2,False,2.5582156130000007,False
2023-04-13,48.12,48.12,289.0,2023-04-04,9.0,@22%,0.09,0,0.0,0.0,0.0,0.0,0.0,-0.047505938,yes,1,50.52,56,16,12,False,-2.3524940620000057,False
2023-03-06,,45.12,300.0,2023-01-26,39.0,ASIS FEE,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,no,0,45.12,129,11,1,False,0.0,True
2023-03-28,,45.0,749.99,2023-02-28,28.0,@23%,0.34,1,1.0,1.0,0.0,1.0,85.03,0.297577855,yes,0,34.68,0,9,2,False,10.022422145,False
2023-03-08,,63.6,1200.0,2022-11-20,108.0,@22%,0.25,0,0.0,0.0,0.0,0.0,0.0,0.299019608,yes,0,48.96,19,9,2,False,14.340980392,False
2023-03-02,48.24,48.24,324.98,2023-03-01,1.0,@22%,0.1,0,0.0,0.0,0.0,0.0,0.0,0.151862464,yes,1,41.88,62,8,2,False,6.208137536,False
2023-04-03,,53.4,300.0,2023-03-01,33.0,@23%,0.1,0,0.0,0.0,0.0,0.0,0.0,0.183510638,yes,0,45.12,129,11,1,False,8.096489362000002,False
2023-03-03,,48.24,329.0,2023-03-02,1.0,@23%,0.08,0,0.0,0.0,0.0,0.0,0.0,0.049608355,yes,0,45.96,57,11,1,False,2.230391645000001,False
2023-03-13,48.12,48.12,300.0,2023-03-07,6.0,@22%,0.17,0,0.0,0.0,0.0,0.0,0.0,0.046997389,yes,1,45.96,57,16,12,False,2.1130026109999966,False
2023-04-20,,48.12,471.38,2023-04-20,0.0,@23%,0.15,0,0.0,0.0,0.0,0.0,0.0,-0.137634409,yes,0,55.8,129,25,2,False,-7.542365590999999,False
2023-03-13,,48.12,300.0,2022-11-05,128.0,@23%,0.24,0,0.0,0.0,0.0,0.0,0.0,0.075067024,yes,0,44.76,129,9,2,False,3.2849329759999994,False
2023-04-05,,34.68,300.0,2023-03-05,31.0,@23%,0.25,0,0.0,0.0,0.0,0.0,0.0,0.0,yes,0,34.68,129,9,2,False,0.0,True
2023-03-01,,47.76,200.0,2023-03-08,-7.0,@22%,0.13,0,0.0,0.0,0.0,0.0,0.0,-0.019704433,yes,0,48.72,57,12,4,False,-0.9402955670000008,False
2023-04-03,,69.72,549.0,2022-09-06,209.0,@23%,0.43,0,0.0,4.0,4.0,1.0,85.03,0.102466793,yes,0,63.24,107,37,4,False,6.377533206999997,False
2023-03-29,,69.0,435.03,2023-03-24,5.0,ASIS FEE,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,no,0,69.0,57,36,4,False,0.0,True
2023-03-13,,47.76,498.0,2022-04-14,333.0,@23%,0.29,0,0.0,0.0,0.0,0.0,0.0,0.058510638,yes,0,45.12,129,25,2,False,2.5814893620000006,False
2023-04-24,,31.92,223.0,2023-04-24,0.0,ASIS FEE,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,no,0,31.92,7,25,2,False,0.0,True
2023-03-27,,48.24,250.0,2023-03-20,7.0,@23%,0.12,0,0.0,0.0,0.0,0.0,0.0,0.049608355,yes,0,45.96,57,16,12,False,2.230391645000001,False
2023-03-08,,53.4,454.22,2023-03-08,0.0,@22%,0.08,0,0.0,0.0,0.0,0.0,0.0,0.183510638,yes,0,45.12,11,16,12,False,8.096489362000002,False
2023-04-14,,69.72,220.0,2023-03-26,19.0,@23%,0.11,0,0.0,0.0,0.0,0.0,0.0,0.136986301,yes,0,61.32,16,12,4,False,8.263013698999998,False
2023-04-06,,112.56,999.0,2023-04-02,4.0,@23%,0.06,0,0.0,0.0,0.0,0.0,0.0,0.299168975,yes,0,86.64,74,34,3,False,25.620831025,False
2023-03-11,,48.12,260.0,2023-03-11,0.0,@22%,0.12,0,0.0,0.0,0.0,0.0,0.0,-0.038369305,yes,0,50.04,62,12,4,False,-1.8816306950000017,False
2023-04-24,,87.96,409.0,2022-03-01,419.0,@22%,0.41,0,0.0,0.0,0.0,0.0,0.0,0.29964539,yes,0,67.68,57,37,4,False,19.98035460999999,False
2023-03-17,,48.12,300.0,2021-03-17,730.0,@23%,0.42,1,1.0,4.0,3.0,0.0,0.0,0.245341615,yes,0,38.64,12,11,1,False,9.234658384999998,False
2023-03-23,45.96,45.96,280.0,2023-03-17,6.0,ASIS FEE,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,no,1,45.96,57,16,12,False,0.0,True
2023-04-12,,58.44,180.0,2022-12-15,118.0,ASIS FEE,1.0,0,0.0,0.0,0.0,,,0.0,no,0,58.44,17,37,4,False,0.0,True
2023-03-20,48.12,48.12,244.34,2023-03-20,0.0,@22%,0.38,1,2.0,2.0,0.0,2.0,106.9,0.16909621,yes,1,41.16,7,12,4,False,6.790903790000001,False
2023-04-12,,59.64,300.0,2022-11-12,151.0,ASIS FEE,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,no,0,59.64,57,37,4,False,0.0,True
2023-03-12,,69.36,1200.0,2023-01-28,43.0,@23%,0.14,0,0.0,0.0,0.0,0.0,0.0,0.186858316,yes,0,58.44,73,8,2,False,10.733141684000001,False
2023-03-08,,72.24,871.0,2023-02-22,14.0,@23%,0.22,0,0.0,0.0,0.0,0.0,0.0,0.180392157,yes,0,61.2,8,8,2,False,10.859607842999992,False
2023-04-13,,48.24,293.42,2023-04-13,0.0,@23%,0.22,0,0.0,0.0,0.0,0.0,0.0,-0.191146881,yes,0,59.64,57,37,4,False,-11.208853118999999,False
2023-04-24,,22.44,300.0,2023-03-31,24.0,@23%,0.17,0,0.0,0.0,0.0,0.0,0.0,-0.153846154,yes,0,26.52,0,19,2,False,-3.9261538459999983,False
2023-03-15,,45.12,549.0,2022-03-15,365.0,ASIS FEE,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,no,0,45.12,0,11,1,False,0.0,True
2023-03-14,,69.48,285.0,2023-03-14,0.0,@22%,0.15,0,0.0,0.0,0.0,0.0,0.0,0.16498994,yes,0,59.64,57,37,4,False,9.675010060000004,False
2023-04-12,,54.48,221.83,2023-04-07,5.0,ASIS FEE,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,no,0,54.48,7,37,4,False,0.0,True
2023-03-29,,53.4,349.99,2023-03-16,13.0,@23%,0.49,1,5.0,5.0,1.0,1.0,85.03,-0.196750903,yes,0,66.48,56,37,4,False,-12.883249097000006,False
2023-03-04,,48.12,999.99,2023-03-03,1.0,@23%,0.06,0,0.0,0.0,0.0,0.0,0.0,0.095628415,yes,0,43.92,86,32,13,False,4.1043715849999955,False
2023-04-10,,48.12,200.0,2023-01-10,90.0,@22%,0.1,0,0.0,0.0,0.0,0.0,0.0,0.165697674,yes,0,41.28,45,14,12,False,6.674302325999997,False
2023-03-27,69.72,69.72,310.74,2023-03-27,0.0,@22%,0.19,0,0.0,0.0,0.0,0.0,0.0,0.096226415,yes,1,63.6,57,37,4,False,6.023773584999997,False
2023-02-28,,47.76,350.0,2023-02-24,4.0,@23%,0.16,0,0.0,0.0,0.0,0.0,0.0,0.039164491,yes,0,45.96,57,16,12,False,1.7608355089999972,False
2023-04-15,32.4,32.4,400.0,2021-02-15,789.0,@23%,0.46,1,1.0,1.0,0.0,,,-0.161490683,yes,1,38.64,12,11,1,False,-6.078509317000002,False
2023-03-23,,48.12,349.0,2023-03-21,2.0,@22%,0.04,0,0.0,0.0,0.0,0.0,0.0,0.16909621,yes,0,41.16,7,11,1,False,6.790903790000001,False
2023-03-22,48.24,48.24,449.0,2023-03-15,7.0,@22%,0.12,0,0.0,0.0,0.0,0.0,0.0,0.151862464,yes,1,41.88,62,8,2,False,6.208137536,False
2023-04-14,,34.68,750.0,2023-04-06,8.0,@23%,0.16,0,0.0,0.0,0.0,0.0,0.0,-0.017006803,yes,0,35.28,57,19,2,False,-0.5829931970000014,False
2023-04-04,,48.12,300.0,2023-03-20,15.0,@22%,0.2,0,0.0,0.0,0.0,0.0,0.0,0.297734628,yes,0,37.08,129,19,2,False,10.742265371999999,False
2023-03-28,,69.72,300.0,2023-03-28,0.0,@22%,0.18,0,0.0,0.0,0.0,0.0,0.0,0.010434783,yes,0,69.0,62,36,4,False,0.7095652169999989,False
2023-04-06,,53.4,578.86,2022-06-13,297.0,@22%,0.29,0,0.0,0.0,0.0,0.0,0.0,0.090686275,yes,0,48.96,54,11,1,False,4.349313724999997,False
2023-04-20,69.72,69.72,320.0,2023-04-20,0.0,@22%,0.22,0,0.0,0.0,0.0,0.0,0.0,0.096226415,yes,1,63.6,57,37,4,False,6.023773584999997,False
2023-03-09,57.72,57.72,280.0,2023-03-09,0.0,@22%,0.37,1,1.0,1.0,0.0,,,-0.032193159,yes,1,59.64,62,37,4,False,-1.8878068410000017,False
2023-04-11,,69.72,591.0,2023-04-01,10.0,@23%,0.22,0,0.0,0.0,0.0,0.0,0.0,-0.010221465,yes,0,70.44,129,36,4,False,-0.7097785349999989,False
2023-03-16,28.44,28.44,216.99,2023-03-16,0.0,@22%,0.65,1,4.0,5.0,1.0,,,0.102325581,yes,1,25.8,16,15,12,False,2.5376744190000005,False
2023-03-17,47.76,47.76,351.74,2023-02-09,36.0,@22%,0.15,0,0.0,0.0,0.0,0.0,0.0,0.067024129,yes,1,44.76,57,25,2,False,2.932975871,False
2023-03-24,48.12,48.12,240.0,2023-01-23,60.0,@23%,0.12,0,0.0,0.0,0.0,0.0,0.0,0.245341615,yes,1,38.64,129,25,2,False,9.234658384999998,False
2023-04-20,,43.44,449.0,2021-07-01,658.0,@23%,0.53,1,4.0,10.0,6.0,2.0,411.52,-0.037234043,yes,0,45.12,110,37,4,False,-1.6427659569999997,False
2023-03-07,,45.72,300.0,2022-03-07,365.0,@23%,0.49,1,1.0,1.0,0.0,,,0.295918367,yes,0,35.28,57,19,2,False,10.144081632999997,False
2023-02-28,,38.04,198.74,2023-02-07,21.0,@22%,0.36,0,0.0,1.0,1.0,0.0,0.0,0.178438662,yes,0,32.28,21,9,2,False,5.581561337999998,False
2023-02-28,,57.24,399.0,2023-02-27,1.0,ASIS FEE,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,no,0,57.24,74,34,3,False,0.0,True
2023-03-12,32.4,32.4,209.0,2023-01-11,60.0,@22%,0.13,0,0.0,0.0,0.0,0.0,0.0,0.015037594,yes,1,31.92,7,25,2,False,0.4649624059999969,False
2023-04-03,,34.2,300.0,2022-09-04,211.0,@23%,0.23,0,0.0,0.0,0.0,0.0,0.0,0.228448276,yes,0,27.84,89,9,2,False,6.131551724000003,False
2023-03-28,,48.24,333.24,2023-03-22,6.0,@23%,0.51,1,3.0,5.0,2.0,5.0,320.88,0.151862464,yes,0,41.88,57,25,2,False,6.208137536,False
2023-03-03,,47.76,332.5,2023-02-28,3.0,@23%,0.1,0,0.0,0.0,0.0,0.0,0.0,0.198795181,yes,0,39.84,7,11,1,False,7.721204818999994,False
2023-03-02,,69.36,369.0,2023-02-20,10.0,@22%,0.17,0,0.0,0.0,0.0,0.0,0.0,0.090566038,yes,0,63.6,57,37,4,False,5.669433961999998,False
2023-03-03,,38.28,300.0,2023-02-24,7.0,@23%,0.12,0,0.0,0.0,0.0,0.0,0.0,0.155797101,yes,0,33.12,56,19,2,False,5.004202899000004,False
2023-03-07,,48.12,269.0,2023-03-07,0.0,@22%,0.09,0,0.0,0.0,0.0,0.0,0.0,0.046997389,yes,0,45.96,62,11,1,False,2.1130026109999966,False
2023-03-15,,72.24,397.0,2023-02-07,36.0,@23%,0.23,0,0.0,0.0,0.0,0.0,0.0,0.086642599,yes,0,66.48,56,37,4,False,5.673357400999991,False
2023-04-03,,32.64,280.0,2023-03-16,18.0,@22%,0.11,0,0.0,0.0,0.0,0.0,0.0,0.022556391,yes,0,31.92,12,19,2,False,0.6974436089999989,False
2023-04-11,,53.4,459.0,2023-04-11,0.0,@23%,0.14,0,0.0,0.0,0.0,0.0,0.0,0.037296037,yes,0,51.48,57,16,12,False,1.8827039630000018,False
2023-04-24,,69.72,400.0,2023-04-03,21.0,@23%,0.2,0,0.0,0.0,0.0,0.0,0.0,0.096226415,yes,0,63.6,57,37,4,False,6.023773584999997,False
2023-04-12,47.64,47.64,400.0,2022-02-12,424.0,@23%,0.84,1,5.0,5.0,0.0,0.0,0.0,0.137535817,yes,1,41.88,62,8,2,False,5.622464182999998,False
2023-04-24,,45.6,200.0,2023-04-17,7.0,@23%,0.52,1,3.0,8.0,5.0,3.0,173.03,-0.007832898,yes,0,45.96,127,11,1,False,-0.35216710199999945,False
2023-04-13,,53.4,419.0,2022-10-25,170.0,@23%,0.25,0,0.0,0.0,0.0,,,0.161879896,yes,0,45.96,57,16,12,False,7.278120103999997,False
2023-03-31,,53.4,200.0,2023-03-30,1.0,@23%,0.22,0,0.0,1.0,1.0,2.0,85.03,0.037296037,yes,0,51.48,62,16,12,False,1.8827039630000018,False
2023-03-03,,32.52,218.72,2023-03-03,0.0,@22%,0.11,0,0.0,0.0,0.0,0.0,0.0,0.018796992,yes,0,31.92,7,25,2,False,0.5812030080000015,False
2023-03-04,,48.12,360.0,2023-02-20,12.0,@22%,0.14,0,0.0,0.0,0.0,0.0,0.0,0.075067024,yes,0,44.76,57,25,2,False,3.2849329759999994,False
2023-04-12,44.28,44.28,357.44,2023-04-12,0.0,@23%,0.13,0,0.0,0.0,0.0,0.0,0.0,0.05730659,yes,1,41.88,57,25,2,False,2.3426934099999985,False
2023-03-11,44.28,44.28,899.0,2023-03-11,0.0,@23%,0.34,1,1.0,1.0,0.0,,,-0.018617021,yes,1,45.12,129,8,2,False,-0.8213829789999963,False
2023-03-05,,32.28,179.99,2023-02-27,6.0,@22%,0.16,0,0.0,0.0,0.0,0.0,0.0,-0.069204152,yes,0,34.68,34,9,2,False,-2.3307958479999984,False
2023-03-08,47.76,47.76,200.0,2023-02-25,11.0,@23%,0.16,0,0.0,0.0,0.0,0.0,0.0,0.039164491,yes,1,45.96,57,11,1,False,1.7608355089999972,False
2023-03-21,,26.52,300.0,2023-03-13,8.0,ASIS FEE,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,no,0,26.52,129,19,2,False,0.0,True
2023-04-01,,48.12,299.0,2023-04-01,0.0,@23%,0.06,0,0.0,0.0,0.0,0.0,0.0,0.16909621,yes,0,41.16,7,11,1,False,6.790903790000001,False
2023-04-20,,34.68,300.0,2023-03-24,27.0,@22%,0.15,0,0.0,0.0,0.0,0.0,0.0,0.0,yes,0,34.68,34,9,2,False,0.0,True
2023-02-28,,41.4,499.99,2023-02-22,6.0,@22%,0.12,0,0.0,0.0,0.0,0.0,0.0,0.296992481,yes,0,31.92,110,19,2,False,9.183007518999997,False
2023-03-11,,47.88,349.0,2023-03-11,0.0,ASIS FEE,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,no,0,47.88,56,12,4,False,0.0,True
2023-04-12,,48.24,200.0,2023-04-11,1.0,@22%,0.11,0,0.0,0.0,0.0,,,0.151862464,yes,0,41.88,57,8,2,False,6.208137536,False
2023-03-29,52.56,52.56,274.39,2023-03-09,20.0,@22%,0.36,1,1.0,1.0,0.0,,,0.143603133,yes,1,45.96,62,11,1,False,6.456396867000001,False
2023-03-20,,48.12,420.0,2023-03-10,10.0,@22%,0.11,0,0.0,0.0,0.0,0.0,0.0,-0.019559902,yes,0,49.08,7,16,12,False,-0.9404400980000008,False
2023-03-11,33.48,33.48,240.0,2023-02-18,21.0,ASIS FEE,1.0,1,3.0,4.0,1.0,5.0,479.24,0.0,no,1,33.48,107,9,2,False,0.0,True
